,trade_date,s0,delta_s,balance,return,from_gamma,from_vega,from_theta
0,20190702,3.016,-0.0040000000000000036,0.004647590597712817,0.004647590597712817,-8.41340307435057e-06,0.0039035609218862786,0.0011210763839238718
0,20190703,2.987,-0.028999999999999915,0.004597758749850724,-4.9831847862093215e-05,-0.00048373437189561433,-2.8850517146404228e-05,0.0010277112234296727
0,20190704,2.9760000000000004,-0.010999999999999677,0.004573922533749816,-2.3836216100907304e-05,-7.214620807423597e-05,-0.0009497227093905038,0.0010207532898881422
0,20190705,2.987,0.010999999999999677,0.007116080602852619,0.0025421580691028026,-7.607850504782166e-05,0.0014123360292746987,0.0011115794119776236
0,20190708,2.924,-0.06300000000000017,0.005258163740107718,-0.001857916862744901,-0.002555033734054458,-0.0007666612750525233,0.0032293076990861976
0,20190709,2.9139999999999997,-0.010000000000000231,0.005225737738258577,-3.242600184914096e-05,-7.278205218441011e-05,-0.000646175327027031,0.0010181743758150463
0,20190710,2.912,-0.0019999999999997797,0.0071324024773004,0.0019066647390418232,-3.2911867497251814e-06,0.0008540174578494738,0.0011054212550747386
0,20190711,2.9219999999999997,0.009999999999999787,0.00805543039338252,0.0009230279160821198,-9.168025828893817e-05,-0.00023427195320940082,0.0011239192160897018
0,20190712,2.943,0.02100000000000035,0.011072195839764366,0.003016765446381846,-0.00039240086709781737,0.001707728477827603,0.001155453344445217
0,20190715,2.9419999999999997,-0.001000000000000334,0.01141865508412045,0.00034645924435608433,-8.191685165577399e-07,-0.0035469515768747685,0.0032260126496922534
0,20190716,2.925,-0.016999999999999904,0.01275367688035478,0.0013350217962343307,-0.00024894639026745024,0.00045697298726278144,0.0014204133575716664
0,20190722,2.9219999999999997,-0.018000000000000238,0.015426469147320678,0.0026727922669658975,-0.0003744757039634291,-0.0010908367881056736,0.007402768998859949
0,20190813,2.84,-0.028999999999999915,0.01574451082102227,0.0003180416737015926,-0.0008433756216324503,-0.00018478600311516236,0.0008612742506891456
0,20190814,2.8489999999999998,0.008999999999999897,0.01792722468307285,0.0021827138620505795,-8.728505970005127e-05,0.0013214139293430227,0.0008261378410154307
0,20190815,2.858,0.009000000000000341,0.015365094123786931,-0.002562130559285919,-9.154773401406184e-05,-0.0032841733676214077,0.000786161120361846
0,20190816,2.87,0.01200000000000001,0.01846299072547665,0.003097896601689718,-0.00014576221735733901,0.001837046322421982,0.0009711436511893017
0,20190819,2.927,0.05699999999999994,0.016697698811182746,-0.0017652919142939032,-0.003859465361841157,-0.004949832135687329,0.0028017154488299387
0,20190823,2.963,0.040000000000000036,0.02083058948530545,0.004132890674122702,-0.002589717316445644,-0.00333884622407383,0.0014677107715949595
0,20190826,2.9139999999999997,-0.04900000000000038,0.01984541211067701,-0.0009851773746284397,-0.004733612755971173,-0.007658888485600829,0.005309641026216871
0,20190830,2.9160000000000004,0.015000000000000124,0.02193794965179742,0.002092537541120411,0.00020512847246821592,0.0026289303733820954,-0.000586978613015355
0,20190905,3.0039999999999996,0.03099999999999925,0.020314755672278,-0.001623193979519419,-0.000712686688082189,-0.0008106157671563499,0.0006140514255239935
0,20190906,3.037,0.03300000000000036,0.01805852364981498,-0.0022562320224630214,-0.0009502900674881556,-0.001697860930821696,0.0007988388327621015
