,5,6,7,8,9,12,13,14,15,16,19,20,21,22,23,26,27,28,29,30,33,34
0,0.025565777912332915,0.014350606607087105,0.013841123475857156,0.018262101163743084,0.017924037158420437,0.014345621746030239,0.010756845916551506,0.01142466675188139,0.012811191268464445,0.013874301228696123,0.011812066587327696,0.012262856670807572,0.01325435804270095,0.012889143557641609,0.013113550014368813,0.014200115702593316,0.011976612621925314,0.014232662442911426,0.015605226357800539,0.012963925820635297,0.012066663041211087,0.014342039689198244
1,0.01334119870341434,0.007224563679469144,0.006717398627280935,0.005802284106231528,0.005034473079845517,0.005134586853161746,0.006258058281388444,0.002710895748661027,0.0034408965135663896,0.00451829563902785,0.007258858611723817,0.005733542569865302,0.00627108653591555,0.006460961861015545,0.007905476360483138,0.006821933808855658,0.005242190352125101,0.004675482472429084,0.005169208611294676,0.0054010511997570065,0.004203039458611377,0.004185619932056676
2,0.005272392403072368,0.0004895763602442704,0.002589676880843778,0.00019477358212991597,-0.0015253624794696712,-0.0013375557037338384,-0.00237245641836038,-0.0021232653473450824,-0.0017648037957697649,-0.002220894765452952,-0.0011981230081250403,-0.0019046961931598269,-0.0012699900111281138,-0.001244182737843652,-0.0005568614691726648,0.0007326977285145586,-0.001165878938749254,-0.0010778155117875381,0.0008979032986689561,-0.002137491812678305,8.710447445826658e-05,-0.0014656988696701507
